total_value,asset_value,funds,risk,return,win_rate,trades,positions,date
36384,30221,6163,0.9964,0.9973,0.4844,9895,18,2014-05-20
36434,30371,6063,0.9963,1.0004,0.5082,9898,18,2014-05-21
36519,31495,5024,0.9959,0.9927,0.5082,9901,18,2014-05-22
36487,30725,5763,0.9955,0.994,0.4903,9905,17,2014-05-23
36667,29348,7320,0.995,0.9968,0.5117,9910,15,2014-05-27
36689,29686,7003,0.9955,1.027,0.5546,9913,15,2014-05-28
36796,32393,4403,0.9974,1.0331,0.5724,9914,17,2014-05-29
36934,31229,5705,0.9998,1.0124,0.5724,9918,16,2014-05-30
36985,32607,4378,1,1.0057,0.626,9920,17,2014-06-02
36765,34307,2458,1,1.0029,0.626,9921,19,2014-06-03
36795,34481,2314,1,1.0068,0.6571,9924,19,2014-06-04
37015,35225,1791,1,1.018,0.7286,9926,20,2014-06-05
37432,34469,2963,1,1.01,0.8,9932,17,2014-06-06
37578,34970,2608,1,1.0185,0.8286,9937,15,2014-06-09
37366,36297,1070,1,0.9998,0.775,9938,17,2014-06-10
37464,36258,1206,1,1.0004,0.7631,9940,18,2014-06-11
37582,35811,1772,1,1.042,0.7869,9943,18,2014-06-12
37465,35117,2348,1,0.9857,0.7869,9947,17,2014-06-13
37766,36473,1293,1,1.0284,0.8012,9949,18,2014-06-16
37846,35239,2607,1,1.0385,0.7655,9953,17,2014-06-17
37942,34709,3233,1,1.004,0.7369,9958,15,2014-06-18
38133,34430,3704,1,0.9924,0.719,9962,14,2014-06-19
38143,36997,1146,0.9999,1,0.699,9962,17,2014-06-20
38158,32549,5608,1,1.012,0.6811,9970,12,2014-06-23
38138,32044,6094,1,1.0002,0.6335,9973,12,2014-06-24
37850,32546,5304,1,1.0428,0.6335,9976,12,2014-06-25
38455,34199,4255,1,1.0066,0.6335,9978,13,2014-06-26
38066,31716,6350,1,0.9849,0.5764,9983,11,2014-06-27
38048,34419,3629,0.9996,0.9951,0.5764,9984,13,2014-06-30
38351,34758,3592,0.9988,0.9966,0.5406,9987,13,2014-07-01
38291,30460,7831,0.9989,1.0126,0.5287,9991,12,2014-07-02
38419,29554,8865,0.9993,1.0014,0.5645,9995,11,2014-07-03
38462,32136,6326,1,1.0537,0.5645,9997,12,2014-07-07
38113,31678,6435,1,1.0024,0.5764,10000,12,2014-07-08
37819,28452,9367,1,0.9806,0.5573,10006,9,2014-07-09
37516,31287,6228,0.9996,1.0053,0.5752,10007,11,2014-07-10
37814,33066,4748,0.9982,0.972,0.5238,10009,12,2014-07-11
37994,28840,9154,0.9972,0.9943,0.4988,10014,10,2014-07-14
38025,28617,9408,0.9962,1.0017,0.5226,10017,10,2014-07-15
38108,29496,8612,0.9961,1.0019,0.4988,10020,10,2014-07-16
37872,30564,7308,0.9962,1.0002,0.4631,10022,11,2014-07-17
37543,31690,5853,0.9955,0.9751,0.4631,10023,13,2014-07-18
37654,23785,13869,0.9944,0.9921,0.481,10031,8,2014-07-21
37583,28712,8871,0.9922,0.9674,0.481,10032,10,2014-07-22
37708,30557,7152,0.9906,0.9926,0.481,10034,11,2014-07-23
37808,31520,6288,0.9891,0.9956,0.4631,10036,12,2014-07-24
37683,31749,5933,0.9893,1.0183,0.4631,10038,13,2014-07-25
37647,31145,6502,0.9895,0.9938,0.4512,10040,14,2014-07-28
37749,32858,4891,0.9903,1.0093,0.4988,10041,16,2014-07-29
37693,33033,4660,0.9907,1.0089,0.4988,10043,17,2014-07-30
37350,31270,6081,0.991,0.9909,0.5226,10046,17,2014-07-31
36716,31357,5359,0.9893,0.9496,0.494,10049,17,2014-08-01
36816,29801,7015,0.9862,0.969,0.4464,10054,15,2014-08-04
36892,30163,6729,0.983,0.9868,0.4226,10057,15,2014-08-05
36599,30414,6185,0.9807,0.9749,0.3869,10059,16,2014-08-06
36874,29230,7643,0.9789,0.9855,0.4107,10062,16,2014-08-07
36605,28663,7942,0.9775,0.9988,0.4167,10065,16,2014-08-08
36890,28613,8277,0.9768,0.9941,0.4405,10068,16,2014-08-11
36871,30299,6572,0.9768,1.0071,0.4405,10070,17,2014-08-12
36736,32903,3834,0.9768,1,0.4362,10070,20,2014-08-13
36879,32823,4056,0.9777,1.0193,0.4362,10072,21,2014-08-14
37201,28804,8397,0.9796,1.0368,0.4719,10077,19,2014-08-15
37117,30221,6897,0.9812,0.993,0.4005,10079,20,2014-08-18
37354,31673,5681,0.9834,1.0367,0.4005,10081,21,2014-08-19
37446,32801,4645,0.9858,1.0423,0.4481,10082,23,2014-08-20
37675,31992,5683,0.9882,0.9955,0.4838,10086,22,2014-08-21
37653,32104,5549,0.9899,1.0132,0.5553,10089,22,2014-08-22
37719,34327,3392,0.9903,1.0021,0.6029,10090,24,2014-08-25
37677,35074,2604,0.9909,1.0028,0.6386,10092,25,2014-08-26
37674,35603,2070,0.9913,1.0072,0.6862,10094,26,2014-08-27
37447,36382,1065,0.9914,0.9948,0.6624,10095,28,2014-08-28
37625,36768,857,0.9914,0.997,0.6386,10096,30,2014-08-29
37738,36138,1600,0.9911,1.0006,0.6267,10099,30,2014-09-02
37777,36036,1741,0.991,0.9989,0.631,10101,31,2014-09-03
37742,35079,2664,0.9911,1.003,0.6024,10106,29,2014-09-04
37754,31929,5824,0.9914,1.0053,0.5627,10115,23,2014-09-05
37805,33457,4348,0.9918,1.0039,0.5865,10118,23,2014-09-08
37788,30825,6963,0.992,0.9991,0.5597,10126,18,2014-09-09
37533,32807,4726,0.9919,0.9923,0.4883,10128,19,2014-09-10
37448,32518,4930,0.9924,1.0243,0.524,10131,19,2014-09-11
37782,31575,6207,0.9928,0.9964,0.4812,10136,17,2014-09-12
37662,33447,4215,0.9918,0.9489,0.4097,10137,19,2014-09-15
37520,31330,6190,0.9905,1.0146,0.4276,10141,18,2014-09-16
38422,30610,7812,0.9895,1.0083,0.4276,10145,17,2014-09-17
38494,28318,10176,0.9923,1.0623,0.499,10149,16,2014-09-18
38705,28568,10137,0.9955,1.0263,0.5704,10154,14,2014-09-19
38565,29171,9394,0.9986,1.0058,0.5895,10159,12,2014-09-22
38507,32912,5595,1.0,1.0093,0.6252,10160,14,2014-09-23
38391,35211,3180,0.9998,0.9815,0.5823,10162,15,2014-09-24
38607,35335,3272,1,1.0266,0.622,10165,15,2014-09-25
38284,36449,1836,0.9999,0.9877,0.5982,10166,17,2014-09-26
38164,36455,1708,1,1.0303,0.625,10167,19,2014-09-29
38334,33088,5246,1,0.9955,0.6556,10174,15,2014-09-30
37979,33515,4464,0.9991,0.9468,0.5842,10177,15,2014-10-01
37755,31260,6494,0.9964,0.9795,0.5556,10182,13,2014-10-02
38086,32950,5136,0.9936,0.9893,0.5556,10184,14,2014-10-03
38455,32916,5539,0.9932,1.0208,0.5556,10188,13,2014-10-06
38100,33690,4410,0.9949,1.0407,0.5199,10190,14,2014-10-07
37941,34650,3291,0.9965,0.9855,0.4485,10191,16,2014-10-08
38445,30059,8386,0.9977,1.0102,0.4199,10196,14,2014-10-09
38368,32191,6177,0.9967,0.9751,0.377,10197,16,2014-10-10
38342,32484,5858,0.9981,1.0553,0.377,10198,18,2014-10-13
38003,32173,5830,0.9988,0.991,0.377,10201,18,2014-10-14
37686,28201,9485,0.999,0.961,0.3235,10205,17,2014-10-15
37172,28086,9086,0.9955,0.9436,0.3235,10207,18,2014-10-16
37419,29771,7648,0.9904,0.9461,0.252,10209,19,2014-10-17
37376,26001,11375,0.986,0.9813,0.2214,10213,18,2014-10-20
37784,26849,10936,0.9838,1.0091,0.2929,10215,19,2014-10-21
38065,27687,10379,0.9842,1.0207,0.3405,10218,19,2014-10-22
38176,29323,8853,0.9862,1.0324,0.4119,10220,20,2014-10-23
38201,31272,6929,0.9891,1.0351,0.4298,10222,21,2014-10-24
38109,32828,5282,0.9933,1.0587,0.4655,10223,23,2014-10-27
38200,33850,4350,0.9968,1.0128,0.5012,10225,24,2014-10-28
38976,36133,2843,1,1.0633,0.5298,10226,26,2014-10-29
38544,36619,1925,1,1.074,0.6012,10227,28,2014-10-30
39216,36222,2994,1,1.0358,0.5833,10231,27,2014-10-31
39638,35959,3679,1,1.0395,0.6548,10235,26,2014-11-03
39106,35726,3380,1,1.0223,0.6548,10239,25,2014-11-04
39230,37115,2115,1,0.9881,0.6905,10241,26,2014-11-05
39262,36583,2679,1,1.0178,0.744,10245,25,2014-11-06
39684,38208,1476,0.9995,0.9791,0.7798,10247,26,2014-11-07
40032,39112,919,1,1.084,0.7798,10248,28,2014-11-10
39918,39651,268,1,1,0.7878,10248,31,2014-11-11
39665,39413,252,1,0.9952,0.7164,10249,33,2014-11-12
39804,38208,1596,0.9998,0.9983,0.6628,10253,32,2014-11-13
39403,38409,994,0.9991,0.9864,0.6271,10255,33,2014-11-14
39489,36370,3118,0.9988,1.0049,0.6073,10264,27,2014-11-17
39475,35503,3972,0.9997,1.0373,0.5894,10268,26,2014-11-18
39781,34222,5559,1,1.0241,0.569,10275,22,2014-11-19
39644,34697,4947,1,0.9994,0.5297,10280,20,2014-11-20
40461,35352,5109,1,1.0141,0.5297,10284,19,2014-11-21
40315,34296,6019,1,1.0204,0.5833,10288,18,2014-11-24
40523,33634,6890,1,1.0152,0.6047,10293,16,2014-11-25
40480,34317,6163,1,1.0095,0.6226,10296,16,2014-11-26
40301,34398,5903,1,1.0278,0.6583,10300,15,2014-11-28
40018,34869,5149,1,0.9945,0.6226,10304,14,2014-12-01
39861,36504,3356,0.9997,0.9681,0.5669,10306,15,2014-12-02
40168,35971,4197,0.9987,1.0082,0.6383,10308,16,2014-12-03
40272,38715,1557,0.9979,1,0.6661,10308,19,2014-12-04
40187,36156,4031,0.9981,0.9985,0.6732,10313,17,2014-12-05
40154,35645,4509,0.9981,0.9994,0.6859,10318,15,2014-12-08
39866,37673,2193,0.997,0.9708,0.6323,10319,17,2014-12-09
40111,38659,1452,0.9959,0.9954,0.5813,10320,19,2014-12-10
39924,35661,4263,0.9953,1.0176,0.6385,10323,19,2014-12-11
39593,33971,5621,0.9949,0.9746,0.5789,10329,16,2014-12-12
39481,30722,8759,0.9948,1.0038,0.5313,10335,13,2014-12-15
39166,32755,6411,0.9935,0.9831,0.4742,10339,12,2014-12-16
39122,25967,13155,0.993,0.998,0.4333,10346,8,2014-12-17
39667,30257,9410,0.9928,1.0126,0.4333,10347,10,2014-12-18
40073,27487,12585,0.9941,1.0308,0.4691,10351,9,2014-12-19
40155,29919,10236,0.9968,1.0364,0.5405,10353,10,2014-12-22
40630,24610,16021,0.9998,1.025,0.5405,10361,5,2014-12-23
40581,31646,8935,1,1.0075,0.5663,10362,7,2014-12-24
40507,34904,5603,1,1.0004,0.5949,10363,9,2014-12-26
40362,36286,4077,1,0.9988,0.5663,10365,10,2014-12-29
40453,35880,4572,1,1.0082,0.6378,10366,12,2014-12-30
40575,36430,4145,1,1.0201,0.7092,10367,14,2014-12-31
40290,38986,1303,1,1,0.6884,10367,17,2015-01-02
39889,39404,485,1,1,0.7257,10367,20,2015-01-05
39694,35080,4615,0.9991,0.9726,0.7019,10372,18,2015-01-06
39674,37269,2404,0.9954,0.9201,0.7019,10373,20,2015-01-07
40038,33509,6530,0.9917,0.9964,0.6927,10383,13,2015-01-08
40280,32947,7334,0.9896,1.0206,0.6808,10389,10,2015-01-09
39927,31037,8890,0.9902,1.003,0.6451,10395,7,2015-01-12
40092,34387,5706,0.9904,0.9829,0.5736,10397,8,2015-01-13
39301,36729,2572,0.99,1,0.5432,10397,11,2015-01-14
39621,38326,1295,0.9894,1,0.5106,10397,14,2015-01-15
39140,37907,1233,0.9903,1.0262,0.5106,10398,16,2015-01-16
39779,30773,9006,0.9915,1.01,0.5677,10403,14,2015-01-20
39604,29538,10066,0.9924,0.9927,0.532,10409,11,2015-01-21
39829,34768,5061,0.9933,1.0238,0.532,10410,13,2015-01-22
40292,33081,7211,0.9948,1.0285,0.5528,10415,11,2015-01-23
40208,35520,4688,0.9966,1.0029,0.575,10416,13,2015-01-26
40259,29559,10700,0.9982,1.0182,0.6464,10421,11,2015-01-27
40382,35289,5093,0.9982,0.9777,0.6464,10422,13,2015-01-28
39857,35721,4136,0.9976,0.9866,0.6607,10424,14,2015-01-29
39856,37387,2468,0.9973,1.0277,0.6726,10425,16,2015-01-30
39863,37520,2342,0.9974,0.9862,0.6369,10428,16,2015-02-02
40170,36546,3624,0.9973,0.9841,0.6726,10430,17,2015-02-03
40258,36476,3781,0.9957,0.9808,0.6317,10433,17,2015-02-04
40307,35239,5068,0.9945,1.0006,0.6357,10438,15,2015-02-05
40550,35378,5172,0.9942,1.0106,0.6179,10442,14,2015-02-06
40146,34795,5351,0.9931,0.9554,0.5607,10447,12,2015-02-09
40391,37899,2492,0.992,1,0.5651,10447,15,2015-02-10
40725,36623,4102,0.9908,1.0087,0.5412,10450,15,2015-02-11
41119,38989,2130,0.9911,1,0.5085,10450,18,2015-02-12
41350,39310,2040,0.9922,1.0267,0.5085,10452,19,2015-02-13
41564,38234,3330,0.9936,1.014,0.4847,10455,19,2015-02-17
41623,32703,8920,0.9963,1.0417,0.5442,10461,16,2015-02-18
41251,35195,6056,0.9984,1.008,0.5561,10464,16,2015-02-19
41596,36838,4757,1,1.0071,0.5561,10466,17,2015-02-20
41574,38433,3141,1,1.0205,0.6275,10467,19,2015-02-23
41649,37979,3669,1,1.0057,0.6275,10471,18,2015-02-24
41986,39660,2326,1,1.0209,0.6989,10472,20,2015-02-25
41827,38857,2970,1,1.0064,0.7097,10476,19,2015-02-26
41469,38957,2511,1,1.0302,0.7275,10478,20,2015-02-27
40951,39210,1741,1,0.9836,0.7513,10481,20,2015-03-02
40931,36436,4495,1,0.9967,0.747,10487,17,2015-03-03
40652,38427,2224,0.9985,0.9761,0.6994,10490,17,2015-03-04
40552,38848,1704,0.9971,0.9843,0.6607,10492,18,2015-03-05
40153,36093,4061,0.995,0.9764,0.5893,10497,16,2015-03-06
39782,31975,7806,0.9928,0.9737,0.5417,10503,13,2015-03-09
39649,34968,4681,0.9904,0.9798,0.4821,10505,14,2015-03-10
39430,29186,10244,0.988,0.9754,0.4345,10510,12,2015-03-11
39456,26175,13280,0.9862,0.9917,0.3631,10515,10,2015-03-12
39574,21163,18411,0.9854,1.01,0.3488,10520,8,2015-03-13
39600,26563,13037,0.9868,1.0396,0.3845,10521,10,2015-03-16
39571,25828,13743,0.9885,1.003,0.3369,10524,10,2015-03-17
39699,21800,17900,0.9898,0.9956,0.3405,10529,8,2015-03-18
39785,23780,16004,0.9904,1.0193,0.3405,10531,9,2015-03-19
39748,26657,13090,0.9919,1.032,0.3881,10532,11,2015-03-20
39902,30193,9709,0.9931,0.984,0.3524,10533,13,2015-03-23
39768,33312,6456,0.9936,1,0.3776,10533,16,2015-03-24
39628,35187,4441,0.9931,1,0.4045,10533,19,2015-03-25
38800,33417,5383,0.9912,0.9435,0.4045,10535,20,2015-03-26
38882,33890,4992,0.9883,0.9698,0.4045,10536,22,2015-03-27
39201,28503,10698,0.985,0.9891,0.4224,10544,17,2015-03-30
39231,28906,10325,0.9832,0.9896,0.4581,10548,16,2015-03-31
39125,31283,7842,0.9822,0.9917,0.4938,10550,17,2015-04-01
38955,28961,9994,0.9812,0.9878,0.4673,10557,13,2015-04-02
38861,27518,11342,0.9799,0.9822,0.3958,10561,12,2015-04-06
39082,27954,11128,0.9793,1.0111,0.4197,10564,12,2015-04-07
38825,32031,6794,0.9791,1,0.3925,10564,15,2015-04-08
38970,32471,6499,0.979,0.9881,0.3568,10566,16,2015-04-09
39158,31561,7598,0.9793,1.019,0.3568,10568,17,2015-04-10
39141,34144,4998,0.9795,1,0.3823,10568,20,2015-04-13
38963,33586,5378,0.9798,0.9894,0.3928,10570,21,2015-04-14
39206,33784,5422,0.981,1.0483,0.4373,10572,22,2015-04-15
39310,33048,6262,0.9824,1.0045,0.473,10574,23,2015-04-16
39003,32723,6281,0.9846,1.0128,0.5087,10578,22,2015-04-17
39127,35948,3179,0.9852,1,0.5272,10578,25,2015-04-20
39467,36389,3078,0.9848,0.9765,0.4915,10580,26,2015-04-21
39222,34365,4857,0.9847,1.0189,0.4843,10585,24,2015-04-22
39292,35845,3447,0.9845,0.9989,0.4537,10586,26,2015-04-23
39485,31167,8318,0.9856,1.0159,0.5149,10593,22,2015-04-24
39586,33748,5837,0.9869,1.0255,0.5387,10595,23,2015-04-27
39258,33031,6227,0.9876,0.9795,0.523,10600,21,2015-04-28
39337,35236,4101,0.9871,0.9805,0.4873,10601,23,2015-04-29
39535,34494,5041,0.9855,0.9913,0.4516,10605,22,2015-04-30
39308,35404,3904,0.9839,0.9823,0.4261,10607,23,2015-05-01
39480,34347,5133,0.9829,0.9942,0.4142,10610,23,2015-05-04
39398,33860,5538,0.9821,1.0009,0.3666,10613,23,2015-05-05
39072,32049,7023,0.9813,0.9806,0.3309,10616,23,2015-05-06
38582,29058,9524,0.9799,0.9766,0.2952,10620,22,2015-05-07
38784,27689,11095,0.9785,1.001,0.2946,10624,21,2015-05-08
39134,30087,9047,0.9781,1.0116,0.366,10625,23,2015-05-11
38849,27145,11705,0.9784,0.9946,0.3612,10631,20,2015-05-12
39092,26545,12547,0.9786,1.001,0.4041,10636,18,2015-05-13
39074,26385,12689,0.9786,1.0027,0.3905,10642,15,2015-05-14
39074,30703,8371,0.9762,0.9262,0.319,10643,17,2015-05-15
38989,27401,11588,0.9743,1.0134,0.3583,10647,16,2015-05-18
38968,30593,8375,0.9729,1.0208,0.4298,10648,18,2015-05-19
38883,29268,9615,0.9736,0.9856,0.4083,10653,16,2015-05-20
38950,27892,11058,0.9741,1.0078,0.444,10657,15,2015-05-21
38989,32694,6294,0.9738,1,0.452,10657,18,2015-05-22
38882,33398,5483,0.9741,1.0004,0.4639,10659,19,2015-05-26
38642,32646,5997,0.9736,0.9844,0.4877,10662,19,2015-05-27
38829,33432,5397,0.9732,1.0019,0.5115,10665,19,2015-05-28
38756,34057,4699,0.9723,0.9875,0.5115,10667,20,2015-05-29
38562,30914,7648,0.9715,0.9876,0.4639,10673,17,2015-06-01
38518,31670,6848,0.9704,0.9915,0.4639,10676,17,2015-06-02
38591,31624,6967,0.9694,0.9899,0.421,10679,17,2015-06-03
38394,29040,9354,0.9686,0.9948,0.402,10684,15,2015-06-04
38189,29807,8382,0.9682,1.0031,0.4377,10686,16,2015-06-05
38347,27823,10524,0.9679,0.9957,0.427,10691,14,2015-06-08
38088,26866,11223,0.9672,0.9804,0.3555,10695,13,2015-06-09
38229,28487,9742,0.9663,0.9946,0.377,10697,14,2015-06-10
38414,28429,9985,0.9657,1.0079,0.3889,10700,14,2015-06-11
38259,30705,7554,0.9659,1.0045,0.4286,10701,16,2015-06-12
37996,24468,13528,0.9659,0.9858,0.4107,10709,11,2015-06-15
37922,29467,8456,0.9655,1,0.4162,10709,14,2015-06-16
38041,29765,8276,0.9652,1.0047,0.4401,10712,14,2015-06-17
38200,30007,8193,0.9647,0.9798,0.4043,10715,14,2015-06-18
38275,28837,9438,0.9655,1.0403,0.452,10718,14,2015-06-19
38338,30338,8001,0.9663,1.003,0.4996,10720,15,2015-06-22
38482,31984,6498,0.9675,0.9925,0.5353,10722,16,2015-06-23
38399,32768,5631,0.9677,1.0127,0.5781,10724,17,2015-06-24
38296,33679,4618,0.9674,0.9852,0.5781,10726,18,2015-06-25
38138,33553,4586,0.967,0.9906,0.5591,10729,18,2015-06-26
37609,33629,3980,0.9654,0.9759,0.5591,10731,19,2015-06-29
37473,32178,5295,0.9632,0.9662,0.5234,10735,18,2015-06-30
37643,33087,4556,0.9605,0.9789,0.4758,10737,19,2015-07-01
37650,31251,6398,0.9579,0.9792,0.4043,10741,18,2015-07-02
37328,26917,10411,0.9558,0.9788,0.3865,10747,15,2015-07-06
37561,27621,9939,0.9543,0.996,0.381,10750,15,2015-07-07
37595,25949,11646,0.9545,1.0313,0.4048,10754,14,2015-07-08
37616,24353,13263,0.9548,0.9827,0.4167,10760,11,2015-07-09
37615,26721,10894,0.9559,1.0183,0.4167,10762,12,2015-07-10
37883,28778,9106,0.956,1.0035,0.4167,10764,13,2015-07-13
37874,29447,8427,0.9568,1.0006,0.4167,10766,14,2015-07-14
37910,31225,6685,0.958,1.0329,0.4167,10767,16,2015-07-15
37891,31750,6141,0.9601,1.0319,0.4167,10769,17,2015-07-16
38086,32271,5816,0.9634,1.0335,0.4643,10771,18,2015-07-17
38000,33513,4487,0.9668,1.0383,0.5357,10772,20,2015-07-20
37751,34263,3488,0.9683,0.9745,0.5357,10774,21,2015-07-21
37489,33227,4262,0.9677,0.9704,0.5357,10777,21,2015-07-22
37898,32345,5554,0.9656,0.9919,0.5714,10781,20,2015-07-23
37881,32044,5836,0.9644,1.0009,0.5893,10785,19,2015-07-24
37614,32822,4792,0.9639,0.9935,0.6012,10787,20,2015-07-27
37831,35800,2031,0.9637,1,0.5727,10787,23,2015-07-28
38173,35698,2474,0.963,0.9831,0.5965,10789,24,2015-07-29
38279,34399,3879,0.9633,1.0262,0.5608,10793,23,2015-07-30
38574,34397,4177,0.9639,1.0093,0.5132,10796,23,2015-07-31
38507,34465,4042,0.965,0.9974,0.5013,10799,23,2015-08-03
38674,34386,4288,0.9651,0.9982,0.4656,10803,22,2015-08-04
38518,31521,6998,0.9647,0.9918,0.4727,10808,20,2015-08-05
38362,32593,5770,0.9652,1.0256,0.4727,10810,21,2015-08-06
38123,34394,3728,0.9597,0.8203,0.4013,10811,23,2015-08-07
38270,33942,4327,0.9532,0.9647,0.4013,10813,24,2015-08-10
38077,34229,3847,0.9454,0.992,0.4013,10814,26,2015-08-11
37906,33568,4338,0.943,0.9715,0.3894,10817,26,2015-08-12
38091,32952,5139,0.9419,1.0039,0.3953,10820,26,2015-08-13
38118,31146,6972,0.9417,1.0186,0.3775,10824,25,2015-08-14
38211,30756,7455,0.9429,1.0125,0.3821,10827,25,2015-08-17
38051,28080,9972,0.9444,1.0149,0.4077,10834,21,2015-08-18
37929,28842,9087,0.9447,0.9816,0.4196,10837,21,2015-08-19
37507,26777,10730,0.9438,0.9767,0.4077,10843,18,2015-08-20
36833,25994,10839,0.9407,0.9504,0.3981,10848,16,2015-08-21
34958,25832,9126,0.9322,0.8269,0.3624,10851,16,2015-08-24
35399,21176,14223,0.9222,0.9385,0.3196,10859,11,2015-08-25
34862,13768,21093,0.9126,0.9597,0.2571,10867,6,2015-08-26
35052,9102,25951,0.9095,1.0108,0.2999,10872,4,2015-08-27
35203,11430,23773,0.9083,0.9929,0.3475,10875,4,2015-08-28
35246,8878,26368,0.9082,0.9928,0.3475,10876,3,2015-08-31
35137,15067,20070,0.9071,0.9825,0.3237,10877,5,2015-09-01
35139,20934,14205,0.9063,1,0.323,10877,8,2015-09-02
34972,24886,10085,0.9057,1,0.3283,10877,11,2015-09-03
34629,27372,7257,0.9057,1,0.3041,10877,14,2015-09-04
34955,29487,5468,0.9057,1,0.2646,10877,17,2015-09-08
35483,30691,4792,0.9061,1.0121,0.2884,10878,19,2015-09-09
34917,31300,3617,0.9065,1,0.2971,10878,22,2015-09-10
34248,31275,2973,0.907,1.0017,0.3542,10879,24,2015-09-11
34020,31010,3010,0.9039,0.9073,0.3542,10880,26,2015-09-14
33694,25193,8500,0.8994,0.96,0.3622,10889,20,2015-09-15
33939,23638,10302,0.8945,0.9889,0.3889,10895,17,2015-09-16
34169,23800,10369,0.8909,0.945,0.3818,10897,18,2015-09-17
33727,24975,8752,0.8884,0.9917,0.3342,10899,19,2015-09-18
33663,25643,8020,0.8848,0.9576,0.3342,10901,20,2015-09-21
33221,27487,5734,0.8831,1,0.3581,10901,23,2015-09-22
33242,25214,8029,0.8805,0.9646,0.3349,10905,22,2015-09-23
32987,26343,6643,0.8777,0.9529,0.3119,10907,23,2015-09-24
33265,23731,9534,0.874,0.9731,0.2884,10912,21,2015-09-25
32915,21988,10927,0.87,0.9574,0.2667,10917,19,2015-09-28
32519,19685,12834,0.8668,0.9753,0.2131,10921,18,2015-09-29
32739,18038,14701,0.864,0.9856,0.2068,10926,16,2015-09-30
32733,17799,14935,0.8621,0.9806,0.1592,10929,16,2015-10-01
32450,18262,14187,0.8611,1.0033,0.2306,10930,18,2015-10-02
32835,19063,13772,0.8603,0.9926,0.2584,10932,19,2015-10-05
32988,21559,11429,0.8599,0.993,0.2227,10933,21,2015-10-06
32910,22529,10381,0.8597,1.0083,0.2584,10934,23,2015-10-07
32847,24641,8205,0.8597,1,0.2769,10934,26,2015-10-08
33233,25750,7483,0.8618,1.0537,0.3483,10936,27,2015-10-09
33110,26153,6958,0.8659,1.0718,0.3958,10938,28,2015-10-12
32990,27683,5308,0.8688,0.9626,0.3958,10939,30,2015-10-13
32857,27906,4951,0.8695,0.9877,0.3958,10941,31,2015-10-14
32904,29570,3334,0.8678,1,0.4241,10941,34,2015-10-15
33211,29608,3602,0.8681,1.0202,0.4955,10944,34,2015-10-16
33141,29541,3600,0.869,1.0074,0.5134,10948,33,2015-10-19
33241,27490,5751,0.8699,0.9992,0.5399,10955,29,2015-10-20
33436,27004,6433,0.871,1.0259,0.5637,10961,26,2015-10-21
33312,27780,5533,0.871,0.9737,0.528,10965,25,2015-10-22
33588,26282,7307,0.8726,1.0508,0.5637,10971,22,2015-10-23
33575,26348,7227,0.8745,1.0313,0.6114,10977,19,2015-10-26
33418,28904,4514,0.8749,0.9299,0.5399,10979,20,2015-10-27
33502,30177,3325,0.8745,1.0267,0.5929,10980,22,2015-10-28
33358,31143,2214,0.8751,1.0636,0.5929,10981,24,2015-10-29
33390,29398,3992,0.8773,0.9767,0.5215,10985,23,2015-10-30
33495,30529,2965,0.8794,1.0238,0.5929,10986,25,2015-11-02
33638,26579,7059,0.8792,0.9937,0.6197,10994,20,2015-11-03
33798,23447,10352,0.8809,1.0325,0.6563,11005,12,2015-11-04
33676,29153,4523,0.8818,1,0.6318,11005,15,2015-11-05
33701,31661,2040,0.8828,1,0.6412,11005,18,2015-11-06
33382,28186,5196,0.8829,1.0025,0.6183,11009,17,2015-11-09
33219,28060,5159,0.8821,0.9726,0.5706,11011,18,2015-11-10
33505,26705,6800,0.8814,1.0036,0.5961,11018,14,2015-11-11
33234,26790,6444,0.8807,1.0044,0.5604,11022,13,2015-11-12
33053,26123,6931,0.8809,0.9986,0.5366,11025,13,2015-11-13
33089,28220,4869,0.881,0.9982,0.5366,11026,15,2015-11-16
33485,26948,6537,0.881,1.0046,0.5188,11030,14,2015-11-17
33387,24466,8922,0.8812,1.0016,0.4759,11035,12,2015-11-18
33662,25084,8578,0.8826,1.0363,0.5295,11039,11,2015-11-19
33786,25800,7986,0.884,1.0042,0.5057,11042,11,2015-11-20
33979,21817,12162,0.8859,1.0179,0.5384,11048,8,2015-11-23
33797,26627,7170,0.8883,1.0518,0.5449,11049,10,2015-11-24
33963,28406,5557,0.8908,1.0044,0.5694,11050,12,2015-11-25
33892,31088,2803,0.8926,1,0.565,11050,15,2015-11-27
34035,30634,3400,0.8931,1.0105,0.6186,11052,16,2015-11-30
34071,32468,1603,0.8935,1,0.6627,11052,19,2015-12-01
34289,32132,2157,0.8956,1.0527,0.673,11054,20,2015-12-02
34065,28801,5263,0.8972,0.9949,0.6551,11058,19,2015-12-03
33718,29931,3787,0.8987,1.0006,0.667,11060,20,2015-12-04
34198,29734,4464,0.8985,0.9956,0.6813,11065,18,2015-12-07
33932,31502,2430,0.8971,0.9632,0.6277,11067,19,2015-12-08
33932,30406,3526,0.8957,1.0002,0.6527,11071,18,2015-12-09
33503,31562,1941,0.8941,0.9872,0.5991,11072,20,2015-12-10
33280,26585,6695,0.8925,0.9669,0.5515,11079,16,2015-12-11
33118,28289,4830,0.8897,0.9609,0.492,11080,18,2015-12-14
33297,27429,5867,0.8856,0.9528,0.4206,11083,18,2015-12-15
