total_value,asset_value,funds,risk,return,win_rate,trades,positions,date
33701,25466,8236,0.8833,1.0174,0.3849,11087,17,2015-12-16
34069,25697,8372,0.8827,1.0135,0.3918,11090,17,2015-12-17
33543,25381,8162,0.884,1.0074,0.368,11093,17,2015-12-18
33469,26873,6596,0.8836,0.967,0.3238,11094,19,2015-12-21
33623,25658,7965,0.8821,0.9806,0.2524,11097,19,2015-12-22
34020,26571,7449,0.8867,1.1948,0.306,11098,21,2015-12-23
34042,28153,5889,0.8926,1.0053,0.3417,11099,23,2015-12-24
33906,27665,6241,0.8993,1.0097,0.3631,11101,24,2015-12-28
34073,29790,4282,0.8998,1,0.389,11101,27,2015-12-29
34005,29476,4529,0.901,1.0247,0.4069,11102,29,2015-12-30
33806,29708,4099,0.9025,1.0224,0.4783,11104,30,2015-12-31
33324,30942,2382,0.9041,1,0.5125,11104,33,2016-01-04
33657,31025,2632,0.9046,0.9913,0.5482,11106,34,2016-01-05
33190,28891,4299,0.9034,0.9731,0.5601,11112,31,2016-01-06
32348,25599,6749,0.8992,0.9143,0.5244,11123,23,2016-01-07
32152,23691,8461,0.8942,0.9647,0.4768,11131,18,2016-01-08
31556,19845,11711,0.8878,0.9357,0.4291,11140,12,2016-01-11
31656,20580,11076,0.8831,0.9608,0.4577,11145,10,2016-01-12
31432,22027,9405,0.8782,0.9613,0.4577,11148,10,2016-01-13
31194,22431,8763,0.8734,0.9386,0.3863,11151,10,2016-01-14
30771,20426,10345,0.8681,0.9434,0.3149,11154,8,2016-01-15
31262,22450,8811,0.8641,1.0014,0.3506,11155,8,2016-01-19
30532,20819,9713,0.8603,0.9433,0.3246,11156,10,2016-01-20
30545,23424,7121,0.8585,1,0.2764,11156,13,2016-01-21
30770,24427,6343,0.8572,1.0188,0.2764,11157,15,2016-01-22
30857,24483,6374,0.8577,0.9952,0.2422,11158,17,2016-01-25
30733,23367,7365,0.858,0.9967,0.2065,11159,19,2016-01-26
30938,24644,6294,0.8577,1,0.2094,11159,22,2016-01-27
31001,25106,5895,0.8595,1.055,0.2808,11160,24,2016-01-28
31179,26359,4821,0.8601,0.9659,0.2808,11161,26,2016-01-29
31465,20645,10820,0.862,1.0352,0.3379,11166,24,2016-02-01
31349,23407,7943,0.8628,1.0216,0.3808,11167,26,2016-02-02
31492,23568,7924,0.8653,1.0213,0.4284,11170,26,2016-02-03
31473,26086,5387,0.8625,0.8741,0.4284,11171,28,2016-02-04
31631,27499,4132,0.8577,0.9632,0.4284,11172,30,2016-02-05
30863,27445,3418,0.8503,0.9478,0.357,11173,32,2016-02-08
30206,25461,4745,0.8443,0.916,0.357,11178,30,2016-02-09
30329,22573,7756,0.8375,0.9382,0.3517,11186,25,2016-02-10
29731,20591,9140,0.8304,0.9393,0.2802,11194,20,2016-02-11
29914,21901,8013,0.8248,0.9615,0.2802,11195,22,2016-02-12
30487,21001,9486,0.8227,1.0371,0.3517,11197,23,2016-02-16
30842,18493,12349,0.8238,1.0328,0.3905,11205,18,2016-02-17
30963,21193,9770,0.8274,1.0398,0.3905,11207,19,2016-02-18
30846,23691,7155,0.8293,0.9866,0.3905,11208,21,2016-02-19
31117,26196,4921,0.8302,1,0.3612,11208,24,2016-02-22
31219,26347,4872,0.8333,1.1061,0.3612,11210,25,2016-02-23
30698,27160,3537,0.8367,1,0.3394,11210,28,2016-02-24
31256,28670,2586,0.8402,1,0.3637,11210,31,2016-02-25
31619,29760,1859,0.8402,1,0.3896,11210,34,2016-02-26
31532,30027,1506,0.8402,0.9985,0.3896,11211,36,2016-02-29
31564,29891,1673,0.8391,0.9689,0.3896,11212,38,2016-03-01
32044,30132,1913,0.8401,1.0626,0.4432,11215,38,2016-03-02
32080,29789,2291,0.8407,0.9891,0.4789,11217,39,2016-03-03
32519,28397,4123,0.8441,1.05,0.5503,11224,35,2016-03-04
32268,29694,2575,0.845,0.9886,0.4789,11226,36,2016-03-07
32373,28518,3854,0.848,1.0535,0.4611,11230,35,2016-03-08
32184,28700,3484,0.8514,1.0606,0.4611,11232,36,2016-03-09
32276,28478,3798,0.8556,1.016,0.5087,11235,36,2016-03-10
32392,28521,3871,0.8594,1.0388,0.5522,11238,36,2016-03-11
32591,28773,3818,0.8618,1.0189,0.5344,11242,35,2016-03-14
32339,29978,2361,0.8635,0.9935,0.5086,11243,37,2016-03-15
32184,25917,6267,0.8648,1.0255,0.5415,11253,30,2016-03-16
32556,28085,4472,0.8655,1.0027,0.5512,11257,29,2016-03-17
32996,26961,6035,0.8675,1.0333,0.6226,11264,25,2016-03-18
32993,25974,7020,0.8711,1.0716,0.694,11272,20,2016-03-21
32980,26754,6226,0.8756,1.0338,0.6655,11277,18,2016-03-22
33009,27707,5302,0.8793,1.0066,0.7012,11280,18,2016-03-23
32462,29786,2676,0.8809,1.0097,0.7012,11281,20,2016-03-24
32907,28894,4014,0.8824,1.0283,0.7726,11285,19,2016-03-28
32878,30860,2018,0.8837,1.0014,0.8083,11286,21,2016-03-29
33538,26400,7138,0.885,1.0096,0.7889,11297,13,2016-03-30
33480,28939,4541,0.8875,1.0651,0.8127,11302,11,2016-03-31
33205,27944,5261,0.891,1.0331,0.7841,11307,9,2016-04-01
33773,26527,7246,0.8948,1.0166,0.7841,11311,8,2016-04-04
33422,31165,2257,0.8964,1,0.8401,11311,11,2016-04-05
33205,32592,613,0.897,1,0.843,11311,14,2016-04-06
33348,31715,1633,0.8965,0.9867,0.843,11313,15,2016-04-07
33591,29209,4382,0.8959,0.9953,0.7919,11320,11,2016-04-08
33559,29720,3840,0.8955,1.0056,0.7681,11323,11,2016-04-11
33473,30263,3210,0.8952,0.9901,0.7253,11325,12,2016-04-12
33692,31733,1959,0.8955,1.0141,0.7253,11326,14,2016-04-13
34210,27637,6573,0.8968,1.0347,0.7253,11332,11,2016-04-14
33883,30673,3210,0.8976,0.9751,0.6538,11334,12,2016-04-15
33955,29458,4497,0.8979,0.9972,0.5824,11336,13,2016-04-18
34014,30568,3446,0.8974,1.0143,0.6019,11337,15,2016-04-19
34136,27287,6849,0.8979,1.0025,0.5713,11344,11,2016-04-20
34045,25274,8772,0.8985,1.0013,0.5641,11348,10,2016-04-21
33963,27102,6861,0.8986,1.0015,0.5463,11350,11,2016-04-22
34014,27779,6235,0.8988,1.0005,0.526,11352,12,2016-04-25
33844,27714,6130,0.8975,0.9617,0.466,11353,14,2016-04-26
33688,29948,3741,0.8963,1,0.4636,11353,17,2016-04-27
33743,28923,4820,0.8951,1.0037,0.4789,11357,16,2016-04-28
33454,27638,5815,0.8947,0.9835,0.4551,11360,16,2016-04-29
33460,21246,12215,0.894,0.9926,0.4729,11368,11,2016-05-02
33482,25829,7652,0.8889,0.8753,0.4015,11369,13,2016-05-03
33258,22554,10704,0.8845,1.0017,0.3443,11374,11,2016-05-04
33356,23913,9443,0.88,0.9917,0.3443,11375,13,2016-05-05
33297,25347,7950,0.8797,0.9984,0.3443,11376,15,2016-05-06
33388,25156,8232,0.8791,0.9911,0.3086,11378,16,2016-05-09
33619,17755,15864,0.8791,1.0092,0.3303,11386,11,2016-05-10
33991,17652,16338,0.8797,1.0179,0.3482,11390,10,2016-05-11
34129,17808,16322,0.8808,1.0056,0.366,11394,9,2016-05-12
33998,18530,15468,0.8822,1.0212,0.4017,11397,9,2016-05-13
33936,23786,10149,0.8831,1,0.4304,11397,12,2016-05-16
34067,25432,8635,0.8841,1.0096,0.4686,11399,13,2016-05-17
33875,26549,7326,0.8862,1.0513,0.5043,11401,14,2016-05-18
33536,28733,4803,0.8853,0.9139,0.4805,11402,16,2016-05-19
33697,27221,6476,0.8842,1.0027,0.4983,11406,15,2016-05-20
33704,28085,5619,0.8807,0.9775,0.5341,11408,16,2016-05-23
33985,27321,6664,0.88,0.9998,0.5376,11412,15,2016-05-24
34343,23836,10507,0.8799,1.0195,0.6091,11419,11,2016-05-25
34260,27426,6834,0.8816,1.0312,0.6805,11421,12,2016-05-26
34314,30410,3904,0.8836,1.0103,0.7162,11422,14,2016-05-27
34550,32478,2072,0.8875,1.0805,0.7251,11423,16,2016-05-31
34416,32393,2023,0.8919,1.0415,0.7073,11425,17,2016-06-01
34567,33344,1222,0.8964,1.0158,0.7251,11426,19,2016-06-02
34642,32010,2632,0.8982,0.9971,0.7013,11429,19,2016-06-03
34596,32679,1918,0.8985,0.9981,0.6726,11430,21,2016-06-06
34920,33649,1271,0.8986,1.0076,0.6726,11431,23,2016-06-07
35180,33642,1538,0.8986,0.9937,0.6369,11433,24,2016-06-08
35110,33664,1446,0.8991,1.0136,0.7083,11436,24,2016-06-09
34690,32577,2112,0.8993,0.9978,0.7012,11441,22,2016-06-10
34171,32814,1357,0.8978,0.9446,0.6655,11442,24,2016-06-13
34010,28653,5357,0.8953,0.9832,0.668,11449,20,2016-06-14
34236,29928,4308,0.8918,0.9689,0.6323,11453,19,2016-06-15
34028,29423,4605,0.8891,0.9694,0.5728,11459,16,2016-06-16
34259,27876,6383,0.8877,1.0202,0.5585,11464,14,2016-06-17
34576,30909,3668,0.8949,1.2334,0.5585,11465,16,2016-06-20
34460,28511,5949,0.9031,1.0042,0.5585,11469,15,2016-06-21
34475,30879,3595,0.9112,1.0142,0.5585,11470,17,2016-06-22
34530,27652,6878,0.912,1.0067,0.5537,11475,15,2016-06-23
33736,29673,4063,0.912,0.9796,0.5537,11476,17,2016-06-24
33906,27469,6437,0.9108,0.9782,0.5109,11481,15,2016-06-27
34107,26790,7317,0.9093,0.9967,0.5287,11485,14,2016-06-28
34454,30550,3904,0.9085,1,0.4951,11485,17,2016-06-29
34620,28981,5639,0.9094,1.0325,0.5379,11488,17,2016-06-30
35017,25774,9244,0.9112,1.0218,0.6094,11496,12,2016-07-01
34937,28433,6505,0.9138,1.0224,0.6604,11498,13,2016-07-05
35120,27325,7795,0.9154,1.0063,0.6818,11503,11,2016-07-06
35374,32397,2977,0.9164,1,0.7186,11503,14,2016-07-07
35398,33327,2071,0.919,1.0742,0.7329,11504,16,2016-07-08
35611,33274,2337,0.9255,1.126,0.7329,11506,17,2016-07-11
35624,34434,1190,0.9322,1.0066,0.7686,11507,19,2016-07-12
35635,34809,826,0.9389,1.0775,0.7686,11508,21,2016-07-13
35757,35087,670,0.9419,1.0048,0.7972,11510,22,2016-07-14
35814,34322,1493,0.9455,1.0281,0.8448,11513,22,2016-07-15
35830,33805,2025,0.9466,1.0007,0.8638,11519,19,2016-07-18
35748,33702,2046,0.9471,0.9871,0.8103,11522,19,2016-07-19
35761,33652,2109,0.9467,0.9988,0.8011,11527,17,2016-07-20
35825,35109,716,0.9461,0.998,0.7297,11528,19,2016-07-21
35734,32912,2821,0.9469,1.0272,0.7011,11533,17,2016-07-22
35795,30624,5170,0.9476,0.9962,0.6603,11540,13,2016-07-25
35750,25891,9858,0.9484,0.9987,0.6478,11548,8,2016-07-26
35773,27706,8067,0.9481,0.9987,0.6467,11551,8,2016-07-27
35428,30129,5299,0.9472,0.9741,0.5753,11552,10,2016-07-28
35516,27927,7589,0.9459,0.9881,0.5276,11555,10,2016-07-29
35706,25511,10194,0.9449,1.0075,0.4919,11559,9,2016-08-01
35668,26656,9013,0.9447,0.9998,0.4562,11561,10,2016-08-02
35204,30018,5186,0.9449,1,0.4174,11561,13,2016-08-03
35649,29090,6559,0.9445,0.9871,0.3697,11563,14,2016-08-04
35871,25576,10295,0.9448,1.0207,0.3793,11568,12,2016-08-05
36141,27230,8911,0.9449,0.9967,0.415,11570,13,2016-08-08
35970,28421,7549,0.9452,0.9919,0.3864,11572,14,2016-08-09
35454,28792,6662,0.9453,1.0132,0.4578,11574,15,2016-08-10
35084,27157,7928,0.9452,0.991,0.4507,11578,14,2016-08-11
35198,25676,9522,0.9439,0.9572,0.4344,11583,12,2016-08-12
35431,26279,9153,0.9421,0.9995,0.4373,11586,12,2016-08-15
35589,21222,14367,0.9417,1.0298,0.4373,11592,9,2016-08-16
35515,26266,9249,0.9426,1.0007,0.5088,11593,11,2016-08-17
35463,29511,5952,0.9433,0.9898,0.485,11594,13,2016-08-18
35406,27654,7752,0.9429,0.9971,0.4671,11598,12,2016-08-19
35490,28543,6947,0.9434,1.0288,0.5028,11600,13,2016-08-22
35527,25855,9672,0.9445,1.0065,0.5274,11605,11,2016-08-23
35564,28156,7408,0.9465,1.025,0.5988,11607,12,2016-08-24
35083,29936,5147,0.9474,0.9972,0.5417,11609,13,2016-08-25
35223,30475,4748,0.9468,0.9576,0.506,11611,14,2016-08-26
35174,27895,7279,0.9453,1.0012,0.5417,11615,13,2016-08-29
35361,27772,7590,0.9439,0.9981,0.506,11619,12,2016-08-30
35212,28563,6650,0.944,1.0038,0.506,11621,13,2016-08-31
34991,27615,7376,0.9435,0.9843,0.4917,11624,13,2016-09-01
35244,27827,7417,0.9423,0.9757,0.4679,11627,13,2016-09-02
35393,28686,6707,0.9414,1.0132,0.4917,11629,14,2016-09-06
35214,18255,16959,0.9411,1.0021,0.444,11641,5,2016-09-07
35209,25297,9912,0.9416,1,0.4758,11641,8,2016-09-08
35063,29468,5594,0.9417,1,0.4919,11641,11,2016-09-09
34418,27681,6736,0.9404,0.9623,0.4205,11643,12,2016-09-12
34664,19280,15384,0.9387,0.9869,0.3633,11650,8,2016-09-13
34482,24278,10205,0.937,1,0.3178,11650,11,2016-09-14
34483,20182,14302,0.9361,0.9856,0.3178,11655,9,2016-09-15
34543,20772,13772,0.9362,1.0196,0.3893,11657,10,2016-09-16
34678,17337,17340,0.9364,0.9983,0.4131,11663,7,2016-09-19
34699,22557,12142,0.9376,1.0209,0.4488,11664,9,2016-09-20
34666,26194,8472,0.9374,0.9723,0.4131,11665,11,2016-09-21
35083,25482,9601,0.9381,1.0293,0.4845,11668,11,2016-09-22
34955,29660,5296,0.9382,1,0.4953,11668,14,2016-09-23
34728,31829,2898,0.9391,1,0.4593,11668,17,2016-09-26
34737,31885,2852,0.9386,0.9825,0.4354,11670,18,2016-09-27
34929,31326,3604,0.9377,0.9935,0.4275,11673,18,2016-09-28
34708,32365,2342,0.9369,1,0.4241,11673,21,2016-09-29
34529,31667,2861,0.9347,0.9398,0.4241,11675,22,2016-09-30
34898,33024,1874,0.9327,1,0.4544,11675,25,2016-10-03
34872,30488,4384,0.9362,1.167,0.4761,11678,25,2016-10-04
34676,27461,7214,0.9404,0.9628,0.4761,11684,22,2016-10-05
34700,27456,7244,0.9443,0.9895,0.4225,11688,21,2016-10-06
34663,29536,5127,0.9428,1.0041,0.3987,11690,22,2016-10-07
34688,29773,4915,0.9422,0.9862,0.3511,11693,22,2016-10-10
34649,27557,7092,0.9415,0.9891,0.3511,11697,21,2016-10-11
34219,23493,10726,0.9403,0.9908,0.3272,11703,18,2016-10-12
33933,25303,8630,0.9364,0.9054,0.2926,11704,20,2016-10-13
34184,26603,7582,0.9323,0.982,0.2573,11707,20,2016-10-14
33969,21574,12395,0.9281,0.9898,0.2811,11713,17,2016-10-17
33992,17997,15994,0.9268,0.9905,0.293,11719,14,2016-10-18
33965,18377,15588,0.9255,0.9791,0.2767,11724,12,2016-10-19
33989,20684,13305,0.9244,0.9979,0.3124,11726,13,2016-10-20
33783,20821,12962,0.9239,1.008,0.3298,11729,13,2016-10-21
34028,19594,14435,0.9238,0.9907,0.2821,11734,11,2016-10-24
33962,23223,10739,0.9237,1,0.3023,11734,14,2016-10-25
33702,24306,9397,0.9235,1.0009,0.3559,11735,16,2016-10-26
33462,22760,10702,0.9231,0.9873,0.3559,11739,15,2016-10-27
33277,23055,10222,0.921,0.9491,0.3321,11742,15,2016-10-28
33310,21481,11829,0.9183,0.985,0.3678,11746,14,2016-10-31
33241,22938,10303,0.9163,1.0053,0.3559,11748,15,2016-11-01
33022,22768,10254,0.9149,0.9691,0.3559,11751,15,2016-11-02
32859,24722,8138,0.9138,0.9937,0.3559,11752,17,2016-11-03
32679,25523,7156,0.9115,0.9695,0.3678,11754,18,2016-11-04
33125,26100,7025,0.91,0.9897,0.3678,11756,19,2016-11-07
33287,25321,7967,0.9086,1.0014,0.4011,11759,19,2016-11-08
33373,23584,9789,0.9083,0.9979,0.394,11764,17,2016-11-09
34087,22910,11176,0.9105,1.0675,0.4178,11769,15,2016-11-10
33887,25035,8852,0.9127,1.0036,0.4535,11771,16,2016-11-11
33948,25385,8563,0.9151,0.9993,0.4512,11775,15,2016-11-14
34049,26953,7096,0.9166,1.0429,0.4512,11777,16,2016-11-15
34060,26848,7212,0.9177,0.9913,0.4393,11780,16,2016-11-16
34068,28725,5343,0.9186,0.9947,0.4393,11781,18,2016-11-17
34093,27209,6884,0.9186,1.0118,0.475,11785,17,2016-11-18
34133,30157,3976,0.9188,1,0.4732,11785,20,2016-11-21
34273,29812,4460,0.9192,1.0014,0.5208,11788,20,2016-11-22
34175,31794,2382,0.9193,1,0.558,11788,23,2016-11-23
34372,32191,2181,0.9188,0.9845,0.5223,11789,25,2016-11-25
34399,29993,4406,0.9178,0.9863,0.5172,11796,21,2016-11-28
34394,29717,4677,0.9163,0.9848,0.4696,11799,21,2016-11-29
34597,29876,4721,0.9172,1.0542,0.5125,11801,22,2016-11-30
34459,28673,5787,0.9185,1.001,0.4839,11806,20,2016-12-01
34387,25135,9253,0.9207,1.0102,0.5017,11814,15,2016-12-02
34565,25682,8883,0.9209,0.9946,0.5375,11818,14,2016-12-05
34682,26188,8494,0.9219,1.0255,0.5017,11822,13,2016-12-06
34708,29466,5243,0.9242,1.051,0.5494,11823,15,2016-12-07
34985,31461,3525,0.9271,1.0123,0.6208,11824,17,2016-12-08
34950,28026,6924,0.93,1.025,0.6208,11831,13,2016-12-09
34764,30696,4067,0.9295,0.9471,0.5869,11832,15,2016-12-12
34794,31682,3112,0.9276,0.9719,0.5392,11833,17,2016-12-13
34714,31936,2777,0.9293,1.1312,0.5735,11834,19,2016-12-14
34348,32990,1358,0.9327,1,0.6144,11834,22,2016-12-15
34579,32224,2356,0.936,0.9717,0.6076,11837,22,2016-12-16
34314,27703,6612,0.9345,0.9842,0.6314,11843,19,2016-12-19
34602,31113,3489,0.9324,0.9819,0.56,11844,21,2016-12-20
34795,23492,11302,0.9321,1.022,0.5707,11856,12,2016-12-21
34749,28505,6244,0.9317,0.9845,0.5172,11857,14,2016-12-22
34560,24363,10198,0.932,1.0028,0.4993,11863,11,2016-12-23
34691,26762,7930,0.9313,0.9933,0.4993,11865,12,2016-12-27
34755,25708,9047,0.9314,1.0072,0.4993,11870,10,2016-12-28
34489,28545,5944,0.9309,0.9828,0.4279,11871,12,2016-12-29
34439,28828,5611,0.9304,0.997,0.3564,11872,14,2016-12-30
34653,25654,8999,0.9297,0.9971,0.4041,11875,14,2017-01-03
34602,22822,11780,0.9295,1.0005,0.4517,11881,11,2017-01-04
34713,26370,8344,0.9302,1.0235,0.4517,11883,12,2017-01-05
34588,26109,8480,0.9306,0.9885,0.4107,11886,12,2017-01-06
34454,26539,7915,0.9306,0.9875,0.3869,11888,13,2017-01-09
34531,21802,12728,0.9302,1.0111,0.3988,11894,10,2017-01-10
34608,26461,8147,0.9301,1,0.4273,11894,13,2017-01-11
34551,29471,5081,0.9305,1,0.4042,11894,16,2017-01-12
34758,29411,5348,0.9307,1.0071,0.44,11896,17,2017-01-13
34631,29523,5107,0.9309,0.9971,0.44,11898,18,2017-01-17
34461,29612,4849,0.9301,0.9733,0.44,11900,19,2017-01-18
34645,29470,5175,0.9297,1.0171,0.44,11902,20,2017-01-19
34663,28434,6230,0.9293,0.9971,0.4578,11906,19,2017-01-20
34647,29556,5091,0.9304,1.0197,0.5292,11907,21,2017-01-23
34815,26047,8768,0.9312,1.0064,0.5224,11914,17,2017-01-24
35211,24812,10399,0.9332,1.0366,0.5463,11920,14,2017-01-25
35059,25347,9712,0.9348,1.005,0.532,11925,12,2017-01-26
34960,29419,5541,0.9374,1.0376,0.6034,11926,14,2017-01-27
34828,28270,6558,0.939,1.0058,0.657,11930,13,2017-01-30
34486,30398,4088,0.94,0.985,0.657,11932,14,2017-01-31
34604,32755,1849,0.9397,1,0.6754,11932,17,2017-02-01
34261,32681,1580,0.9391,0.9997,0.6687,11935,17,2017-02-02
34229,30856,3373,0.9377,0.9579,0.6687,11939,16,2017-02-03
34177,29958,4218,0.9353,0.971,0.633,11943,15,2017-02-06
34135,30123,4012,0.9311,0.9474,0.5973,11945,16,2017-02-07
33906,31317,2589,0.9293,1.0291,0.5973,11946,18,2017-02-08
33782,29726,4056,0.9282,0.9885,0.633,11950,17,2017-02-09
34079,32297,1782,0.9287,1,0.6068,11950,20,2017-02-10
34185,27739,6446,0.9288,1.0125,0.6272,11957,16,2017-02-13
34134,27012,7122,0.9294,1.0074,0.5915,11963,13,2017-02-14
34257,29999,4258,0.9301,0.9994,0.5343,11964,15,2017-02-15
34537,29847,4690,0.931,1.0204,0.5343,11966,16,2017-02-16
34262,29989,4273,0.9319,1.0085,0.5522,11968,17,2017-02-17
34567,28173,6394,0.9334,1.0165,0.57,11972,16,2017-02-21
34827,28835,5992,0.9353,1.033,0.5707,11975,16,2017-02-22
34961,28879,6082,0.9369,0.9982,0.5945,11978,16,2017-02-23
34933,29097,5836,0.9382,1.0082,0.5826,11981,16,2017-02-24
35096,32326,2770,0.9384,1,0.6242,11981,19,2017-02-27
35204,32014,3190,0.9387,1.001,0.6719,11984,19,2017-02-28
35193,31689,3504,0.9394,1.0204,0.6481,11987,19,2017-03-01
35322,28378,6944,0.9408,1.0198,0.6659,11995,14,2017-03-02
35235,31949,3285,0.942,0.9953,0.6207,11996,16,2017-03-03
34777,33308,1469,0.9425,1,0.6038,11996,19,2017-03-06
34685,32487,2198,0.9418,0.9849,0.5681,11997,21,2017-03-07
34616,31406,3210,0.9408,0.9856,0.5919,12000,21,2017-03-08
34667,32293,2373,0.9402,1.0092,0.5919,12001,23,2017-03-09
35162,29839,5322,0.94,0.9996,0.5633,12006,21,2017-03-10
35167,26237,8930,0.9405,1.0073,0.5653,12015,15,2017-03-13
35115,26082,9033,0.9413,1.0154,0.5534,12021,12,2017-03-14
35189,23628,11562,0.9421,1.0041,0.5653,12027,9,2017-03-15
35309,27219,8089,0.9432,1.0109,0.6129,12029,10,2017-03-16
35175,28733,6443,0.9431,0.9842,0.5951,12032,10,2017-03-17
35263,31084,4179,0.943,0.9999,0.5475,12033,12,2017-03-20
35277,32561,2716,0.9458,1.1016,0.5713,12034,14,2017-03-21
34829,33433,1396,0.9491,1,0.5407,12034,17,2017-03-22
34806,28169,6637,0.9523,0.997,0.5764,12040,14,2017-03-23
34832,29667,5164,0.953,1.0239,0.6035,12042,15,2017-03-24
34565,29570,4995,0.9532,0.9849,0.6035,12045,15,2017-03-27
34665,28538,6127,0.9533,0.9931,0.5976,12049,14,2017-03-28
34746,24532,10214,0.9527,1.0028,0.5658,12058,8,2017-03-29
34721,29902,4819,0.9525,1,0.5634,12058,11,2017-03-30
34647,31501,3146,0.9525,0.9962,0.5078,12059,13,2017-03-31
34711,32969,1742,0.9524,1,0.5084,12059,16,2017-04-03
34637,29522,5115,0.9523,1.0012,0.506,12064,14,2017-04-04
34691,30108,4583,0.9522,0.9951,0.4703,12066,15,2017-04-05
34647,30319,4329,0.9515,0.9846,0.4465,12068,16,2017-04-06
34629,30444,4185,0.9508,0.9977,0.4941,12071,16,2017-04-07
34717,28391,6325,0.9498,0.9896,0.4227,12074,16,2017-04-10
34642,28800,5842,0.9497,1.0096,0.4533,12077,16,2017-04-11
34682,26136,8546,0.9492,0.9864,0.4295,12083,13,2017-04-12
34557,27952,6605,0.9492,1.0047,0.4295,12084,15,2017-04-13
34407,28457,5949,0.9486,0.9885,0.4295,12086,16,2017-04-17
34310,27269,7041,0.9487,1.0107,0.4473,12088,17,2017-04-18
34349,22646,11703,0.9482,0.9853,0.4473,12097,11,2017-04-19
34348,21765,12583,0.9482,1.0042,0.4545,12100,11,2017-04-20
34299,26039,8260,0.9447,0.9077,0.4545,12101,13,2017-04-21
34500,27957,6543,0.9421,1.0122,0.4897,12102,15,2017-04-24
34524,27644,6881,0.9404,1.0297,0.504,12106,14,2017-04-25
34458,29583,4874,0.9426,1.0251,0.5397,12107,16,2017-04-26
34450,27950,6500,0.9449,1.0136,0.5754,12111,15,2017-04-27
34478,29653,4825,0.9455,0.9786,0.5754,12114,15,2017-04-28
34353,31708,2645,0.9452,1,0.6165,12114,18,2017-05-01
34232,32040,2192,0.9428,0.9495,0.5451,12115,20,2017-05-02
34582,30996,3587,0.9411,1.0005,0.5689,12117,21,2017-05-03
34829,27395,7434,0.9407,1.0369,0.5281,12124,17,2017-05-04
34867,26635,8233,0.9418,0.9965,0.5852,12129,15,2017-05-05
34841,30295,4546,0.9425,0.987,0.5495,12130,17,2017-05-08
34727,29087,5640,0.9419,1.0004,0.5527,12135,15,2017-05-09
34706,27379,7327,0.9409,0.9814,0.5336,12140,13,2017-05-10
34707,29120,5587,0.94,0.9918,0.5336,12142,14,2017-05-11
34762,29065,5697,0.939,0.9958,0.486,12145,14,2017-05-12
34721,27044,7677,0.9385,0.9977,0.4503,12149,13,2017-05-15
34958,24329,10629,0.9385,1.0063,0.436,12154,11,2017-05-16
34752,22436,12316,0.9386,0.999,0.4146,12159,9,2017-05-17
34438,22634,11805,0.9383,0.9876,0.3908,12162,9,2017-05-18
34745,23792,10952,0.9374,0.9852,0.3854,12164,10,2017-05-19
34962,19904,15057,0.937,1.0143,0.4425,12169,8,2017-05-22
35105,24803,10302,0.9375,1.0177,0.4782,12170,10,2017-05-23
35113,23907,11206,0.939,1.0134,0.519,12174,9,2017-05-24
35271,26552,8718,0.9403,1.0083,0.5333,12176,10,2017-05-25
35308,25495,9813,0.9416,1.018,0.6048,12180,9,2017-05-26
35242,28501,6741,0.9437,1.0351,0.6333,12182,10,2017-05-30
35403,31555,3848,0.9465,1.0327,0.6762,12183,12,2017-05-31
35320,33770,1550,0.9487,1,0.7245,12183,15,2017-06-01
35365,33558,1806,0.9492,0.9811,0.7483,12186,15,2017-06-02
35310,32393,2916,0.9487,1.0048,0.7662,12190,14,2017-06-05
35215,34265,950,0.9482,1,0.7637,12190,17,2017-06-06
35246,34072,1174,0.9474,0.971,0.7495,12191,19,2017-06-07
35132,32534,2598,0.9463,0.9946,0.7614,12195,18,2017-06-08
35253,34229,1025,0.9454,1.0069,0.7971,12196,20,2017-06-09
34868,33086,1782,0.9447,0.9786,0.7399,12198,21,2017-06-12
34911,32766,2145,0.9434,0.9756,0.6685,12200,22,2017-06-13
35152,31343,3809,0.9416,0.993,0.6175,12207,18,2017-06-14
34716,28646,6070,0.9404,0.9952,0.5699,12213,15,2017-06-15
35012,27519,7493,0.9399,0.9961,0.5127,12218,13,2017-06-16
35147,28012,7135,0.9393,0.9909,0.4651,12221,13,2017-06-19
35221,26982,8239,0.9393,1.0127,0.4651,12224,13,2017-06-20
35084,27337,7748,0.9407,1.0387,0.4882,12226,14,2017-06-21
34722,24337,10385,0.942,0.9903,0.4549,12231,12,2017-06-22
34845,26054,8791,0.9427,0.9908,0.4013,12233,13,2017-06-23
34795,26150,8645,0.942,0.9987,0.3823,12235,14,2017-06-26
34777,29059,5719,0.9417,1,0.4096,12235,17,2017-06-27
34670,26551,8120,0.9412,0.9874,0.3918,12239,16,2017-06-28
34615,22104,12511,0.9403,0.9855,0.356,12245,13,2017-06-29
34460,24855,9605,0.9377,0.9499,0.356,12246,15,2017-06-30
34524,23550,10974,0.9355,1.0007,0.4096,12250,14,2017-07-03
34516,27643,6873,0.9339,1,0.4185,12250,17,2017-07-05
34488,26342,8146,0.9339,0.9991,0.4423,12253,17,2017-07-06
34312,24914,9398,0.9335,0.9895,0.4423,12258,15,2017-07-07
34424,26946,7478,0.9326,0.9829,0.4185,12260,16,2017-07-10
